folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur,counterbalancing,sex,Left_LeverCueID,Right_LeverCueID,CS_LeftLeverName,CS_RightLeverName,TestCondition,Test,Day,timebins_10,measure,Probability,Value,Freq
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,1,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,2,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,25,1440,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,27,1560,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,CS,P50,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P100,Low,0
Test2_Day13,CRFTest2P39,CRFTest2P39_Rat39.csv,39____,39,15,1,C,Marios,193,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,M,Tone,Click,D+,B+-,Low_100Vs50,Test2,Day13,3,LP,P50,Low,0
